round,seed,target_dataset,avg_loss,aggregated_delta_norm,aggregated_model_hash,num_selected,num_total,best_round_so_far,selected_best_round,pre_server_val_mrr,pre_server_val_recall_at_k,pre_server_val_ndcg_at_k,pre_final_test_mrr,pre_final_test_recall_at_k,pre_final_test_ndcg_at_k,server_val_mrr,server_val_recall_at_k,server_val_ndcg_at_k,final_test_mrr,final_test_recall_at_k,final_test_ndcg_at_k,client_0_domain,client_0_relevance,client_0_selected,client_0_loss,client_0_num_examples,client_0_domain_weight,client_0_delta_norm,client_1_domain,client_1_relevance,client_1_selected,client_1_loss,client_1_num_examples,client_1_domain_weight,client_1_delta_norm,client_2_domain,client_2_relevance,client_2_selected,client_2_loss,client_2_num_examples,client_2_domain_weight,client_2_delta_norm,client_3_domain,client_3_relevance,client_3_selected,client_3_loss,client_3_num_examples,client_3_domain_weight,client_3_delta_norm,client_4_domain,client_4_relevance,client_4_selected,client_4_loss,client_4_num_examples,client_4_domain_weight,client_4_delta_norm
1,256,nfcorpus,1.755114,0.044430,8b6ac61974c615c5a771f7cb041f55a0,5,5,1,5,0.022409,0.057500,0.030438,0.027187,0.080000,0.039210,0.022200,0.057500,0.030264,0.027555,0.080000,0.039533,medical,1.0000,1,2.308684,4000,0.954531,0.046567,science,0.4791,1,0.210334,239,0.027324,0.006419,finance,0.0130,1,0.315493,168,0.000521,0.005044,argument,0.0422,1,0.139003,981,0.009881,0.014037,biomedical,0.3212,1,1.578742,101,0.007743,0.004263
2,256,nfcorpus,1.688722,0.041273,aa02e6b42989920419a2916a2f4e17f9,5,5,1,5,0.022409,0.057500,0.030438,0.027187,0.080000,0.039210,0.021933,0.057500,0.030021,0.027555,0.080000,0.039533,medical,1.0000,1,2.217327,4000,0.954531,0.043262,science,0.4791,1,0.215089,239,0.027324,0.006449,finance,0.0130,1,0.314190,168,0.000521,0.005042,argument,0.0422,1,0.139744,981,0.009881,0.014212,biomedical,0.3212,1,1.572340,101,0.007743,0.004258
3,256,nfcorpus,1.633783,0.038617,2c8220ea96bd7e6406acf935622410d8,5,5,1,5,0.022409,0.057500,0.030438,0.027187,0.080000,0.039210,0.021898,0.057500,0.029985,0.027555,0.080000,0.039533,medical,1.0000,1,2.141646,4000,0.954531,0.040482,science,0.4791,1,0.220528,239,0.027324,0.006482,finance,0.0130,1,0.313596,168,0.000521,0.005042,argument,0.0422,1,0.140495,981,0.009881,0.014421,biomedical,0.3212,1,1.564685,101,0.007743,0.004253
4,256,nfcorpus,1.587643,0.036376,39eb2ecaf3d27e64a0179981d02dbe25,5,5,1,5,0.022409,0.057500,0.030438,0.027187,0.080000,0.039210,0.021926,0.057500,0.030015,0.027555,0.080000,0.039533,medical,1.0000,1,2.078004,4000,0.954531,0.038136,science,0.4791,1,0.226427,239,0.027324,0.006518,finance,0.0130,1,0.313532,168,0.000521,0.005041,argument,0.0422,1,0.141250,981,0.009881,0.014652,biomedical,0.3212,1,1.556417,101,0.007743,0.004249
5,256,nfcorpus,1.548366,0.034477,0fd99b109bea4a1699e6a81bb8db3815,5,5,5,5,0.022409,0.057500,0.030438,0.027187,0.080000,0.039210,0.022513,0.062500,0.031547,0.027555,0.080000,0.039533,medical,1.0000,1,2.023752,4000,0.954531,0.036147,science,0.4791,1,0.232581,239,0.027324,0.006555,finance,0.0130,1,0.313852,168,0.000521,0.005040,argument,0.0422,1,0.142006,981,0.009881,0.014868,biomedical,0.3212,1,1.548045,101,0.007743,0.004247
6,256,nfcorpus,1.514527,0.032853,4e28d0eccd6c19915703a1480180cfc8,5,5,5,5,0.022409,0.057500,0.030438,0.027187,0.080000,0.039210,0.022513,0.062500,0.031547,0.027555,0.080000,0.039533,medical,1.0000,1,1.976939,4000,0.954531,0.034447,science,0.4791,1,0.238814,239,0.027324,0.006595,finance,0.0130,1,0.314436,168,0.000521,0.005040,argument,0.0422,1,0.142756,981,0.009881,0.015092,biomedical,0.3212,1,1.539959,101,0.007743,0.004244
7,256,nfcorpus,1.485075,0.031450,95352727cda4baa0e03d434399952674,5,5,5,5,0.022409,0.057500,0.030438,0.027187,0.080000,0.039210,0.022332,0.062500,0.031404,0.027555,0.080000,0.039533,medical,1.0000,1,1.936132,4000,0.954531,0.032977,science,0.4791,1,0.244977,239,0.027324,0.006639,finance,0.0130,1,0.315192,168,0.000521,0.005040,argument,0.0422,1,0.143497,981,0.009881,0.015323,biomedical,0.3212,1,1.532443,101,0.007743,0.004243
8,256,nfcorpus,1.459224,0.030224,06744dfae7f70125e66d904f230cdc49,5,5,5,5,0.022409,0.057500,0.030438,0.027187,0.080000,0.039210,0.022332,0.062500,0.031404,0.027555,0.080000,0.039533,medical,1.0000,1,1.900258,4000,0.954531,0.031692,science,0.4791,1,0.250945,239,0.027324,0.006686,finance,0.0130,1,0.316043,168,0.000521,0.005040,argument,0.0422,1,0.144219,981,0.009881,0.015554,biomedical,0.3212,1,1.525704,101,0.007743,0.004243
